3.3333333E+03 -8.7351884E-12  8.3171563E-12
3.4375000E+03 -7.8334934E-12  7.3633644E-12
3.5416667E+03 -7.0358553E-12  6.5073827E-12
3.6458333E+03 -6.3317045E-12  5.7377908E-12
3.7500000E+03 -5.7116585E-12  5.0445248E-12
3.8541667E+03 -5.1675214E-12  4.4181995E-12
3.9583333E+03 -4.6920021E-12  3.8506735E-12
4.0625000E+03 -4.2788830E-12  3.3341446E-12
4.1666667E+03 -3.9225685E-12  2.8620543E-12
4.2708333E+03 -3.6183672E-12  2.4279574E-12
4.3750000E+03 -3.3622096E-12  2.0260870E-12
4.4791667E+03 -3.1507609E-12  1.6511286E-12
4.5833333E+03 -2.9811385E-12  1.2981069E-12
4.6875000E+03 -2.8511379E-12  9.6238569E-13
4.7916667E+03 -1.3791927E-12  6.9236137E-13
5.0000000E+03 -1.3031706E-12  6.2802140E-13
5.1041667E+03 -2.5460323E-12  3.8140371E-13
5.2083333E+03 -2.5190148E-12  8.9781958E-14
5.3125000E+03 -2.5254018E-12 -2.0059596E-13
5.4166667E+03 -2.5653063E-12 -4.9357462E-13
5.5208333E+03 -2.6392936E-12 -7.9322473E-13
5.6250000E+03 -2.7483810E-12 -1.1033909E-12
5.7291667E+03 -2.8939251E-12 -1.4282568E-12
5.8333333E+03 -3.0779606E-12 -1.7720064E-12
5.9375000E+03 -3.3028615E-12 -2.1393887E-12
6.0416667E+03 -3.5716800E-12 -2.5351530E-12
6.1458333E+03 -3.8879205E-12 -2.9645007E-12
6.2500000E+03 -4.2558220E-12 -3.4333118E-12
6.3541667E+03 -4.6803020E-12 -3.9478054E-12
6.4583333E+03 -5.1669562E-12 -4.5146529E-12
6.5625000E+03 -5.7222281E-12 -5.1415436E-12
6.6666667E+03 -6.3535220E-12 -5.8367319E-12
6.7708333E+03 -7.0692033E-12 -6.6094899E-12
6.8750000E+03 -7.8788240E-12 -7.4699946E-12
6.9791667E+03 -8.7931800E-12 -8.4297795E-12
7.0833333E+03 -9.8243103E-12 -9.5015092E-12
7.1875000E+03 -1.0985950E-11 -1.0699544E-11
7.2916667E+03 -1.2293529E-11 -1.2039715E-11
7.3958333E+03 -1.3764457E-11 -1.3539775E-11
7.5000000E+03 -1.5418290E-11 -1.5219851E-11
7.6041667E+03 -1.7276959E-11 -1.7101993E-11
7.7083333E+03 -1.9365106E-11 -1.9211417E-11
7.8125000E+03 -2.1710599E-11 -2.1576052E-11
7.9166667E+03 -2.4344523E-11 -2.4227446E-11
8.0208333E+03 -2.7301865E-11 -2.7200541E-11
8.1250000E+03 -3.0621910E-11 -3.0535138E-11
8.2291667E+03 -3.4348799E-11 -3.4275337E-11
8.3333333E+03 -3.8532047E-11 -3.8471003E-11
8.4375000E+03 -4.3227214E-11 -4.3177772E-11
8.5416667E+03 -4.8496701E-11 -4.8458172E-11
8.6458333E+03 -5.4410482E-11 -5.4382311E-11
8.7500000E+03 -6.1047179E-11 -6.1029003E-11
8.8541667E+03 -6.8494910E-11 -6.8486446E-11
8.9583333E+03 -7.6852589E-11 -7.6853921E-11
9.0625000E+03 -8.6231393E-11 -8.6242355E-11
9.1666667E+03 -9.6755784E-11 -9.6776583E-11
9.2708333E+03 -1.0856565E-10 -1.0859659E-10
9.3750000E+03 -1.2181791E-10 -1.2185933E-10
9.4791667E+03 -1.3668862E-10 -1.3674109E-10
9.5833333E+03 -1.5337531E-10 -1.5343951E-10
9.6875000E+03 -1.7209969E-10 -1.7217647E-10
9.7916667E+03 -1.9313061E-10 -1.9320173E-10
9.8958333E+03 -6.5055260E-10 -2.3345118E-10
9.9305556E+03 -2.1111171E-09 -7.8251026E-10
9.9652778E+03 -1.5741271E-08 -3.0983844E-09
9.9710648E+03 -2.5325031E-07 -2.5829349E-07
9.9768519E+03 -1.9841172E-06 -2.2021776E-06
9.9826389E+03 -1.4985650E-05 -1.7222926E-05
9.9884259E+03 -5.8941702E-05 -9.6976183E-05
9.9942130E+03  2.5657209E-03  1.3282492E-03
9.9956597E+03  1.1785457E-02  1.0786607E-02
9.9963831E+03  2.4401815E-02  2.3840788E-02
9.9967448E+03  3.5053315E-02  3.4813844E-02
9.9971065E+03  5.0366470E-02  5.0005709E-02
9.9974682E+03  7.2356204E-02  7.2205539E-02
9.9976490E+03  8.6696072E-02  8.7141762E-02
9.9978299E+03  1.0389289E-01  1.0482120E-01
9.9979504E+03  1.1720827E-01  1.1870238E-01
9.9980710E+03  1.3223231E-01  1.3440757E-01
9.9981916E+03  1.4918345E-01  1.5239175E-01
9.9982820E+03  1.6330757E-01  1.6760530E-01
9.9983724E+03  1.7877150E-01  1.8443885E-01
9.9984628E+03  1.9570266E-01  2.0317867E-01
9.9985532E+03  2.1424065E-01  2.2400584E-01
9.9986738E+03  2.4173468E-01  2.5582498E-01
9.9987944E+03  2.7278252E-01  2.9326536E-01
9.9989149E+03  3.0787253E-01  3.3791413E-01
9.9989752E+03  3.2709947E-01  3.6376220E-01
9.9990355E+03  3.4755998E-01  3.9183597E-01
9.9990958E+03  3.6933960E-01  4.2286687E-01
9.9991561E+03  3.9253727E-01  4.5732937E-01
9.9992163E+03  4.1726423E-01  4.9580549E-01
9.9992766E+03  4.4364460E-01  5.3878282E-01
9.9993570E+03  4.8165415E-01  6.0511844E-01
9.9994374E+03  5.2329072E-01  6.8486817E-01
9.9994776E+03  5.4562121E-01  7.3132185E-01
9.9995177E+03  5.6907247E-01  7.8199681E-01
9.9995579E+03  5.9373325E-01  8.3830446E-01
9.9995981E+03  6.1971201E-01  9.0119657E-01
9.9996383E+03  6.4713648E-01  9.7184228E-01
9.9996785E+03  6.7615852E-01  1.0516926E+00
9.9997187E+03  7.0696057E-01  1.1425668E+00
9.9997589E+03  7.3976416E-01  1.2467737E+00
9.9997991E+03  7.7484134E-01  1.3672815E+00
9.9998392E+03  8.1253030E-01  1.5079635E+00
9.9998794E+03  8.5325713E-01  1.6739579E+00
9.9999196E+03  8.9756653E-01  1.8722118E+00
9.9999598E+03  9.4616658E-01  2.1123221E+00
1.0000000E+04  1.0000000E+00  2.4085780E+00
